"","home_rank","home_total_points","home_previous_points","home_rank_change","home_cur_year_avg","home_cur_year_avg_weighted","home_last_year_avg","home_last_year_avg_weighted","home_two_year_ago_avg","home_two_year_ago_weighted","home_three_year_ago_avg","home_three_year_ago_weighted","home_elo_rating","home_elo_rank_change","home_elo_rating_change","away_rank","away_total_points","away_previous_points","away_rank_change","away_cur_year_avg","away_cur_year_avg_weighted","away_last_year_avg","away_last_year_avg_weighted","away_two_year_ago_avg","away_two_year_ago_weighted","away_three_year_ago_avg","away_three_year_ago_weighted","away_elo_rating","away_elo_rank_change","away_elo_rating_change","outcome","home_teamArgentina","home_teamAustralia","home_teamBelgium","home_teamBrazil","home_teamColombia","home_teamCosta.Rica","home_teamCroatia","home_teamDenmark","home_teamEgypt","home_teamEngland","home_teamFrance","home_teamGermany","home_teamIceland","home_teamIran","home_teamJapan","home_teamMexico","home_teamMorocco","home_teamNigeria","home_teamPanama","home_teamPeru","home_teamPoland","home_teamPortugal","home_teamRussia","home_teamSaudi.Arabia","home_teamSenegal","home_teamSerbia","home_teamSouth.Korea","home_teamSpain","home_teamSweden","home_teamSwitzerland","home_teamTunisia","home_teamUruguay","away_teamArgentina","away_teamAustralia","away_teamBelgium","away_teamBrazil","away_teamColombia","away_teamCosta.Rica","away_teamCroatia","away_teamDenmark","away_teamEgypt","away_teamEngland","away_teamFrance","away_teamGermany","away_teamIceland","away_teamIran","away_teamJapan","away_teamMexico","away_teamMorocco","away_teamNigeria","away_teamPanama","away_teamPeru","away_teamPoland","away_teamPortugal","away_teamRussia","away_teamSaudi.Arabia","away_teamSenegal","away_teamSerbia","away_teamSouth.Korea","away_teamSpain","away_teamSweden","away_teamSwitzerland","away_teamTunisia","away_teamUruguay","tournamentFIFA.World.Cup","tournamentFIFA.World.Cup.qualification","neutralFALSE","neutralTRUE"
"426",20,0,49,0,0,0,0,0,0,0,0,0,1300,0,0,12,0,55,-3,0,0,0,0,0,0,0,0,1300,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"427",2,0,60,3,0,0,0,0,0,0,0,0,1927,3,34,7,0,57,0,0,0,0,0,0,0,0,0,1818,-8,-55,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"429",21,0,664,1,0,0,0,0,0,0,0,0,1300,0,0,63,0,539,2,0,0,0,0,0,0,0,0,1300,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"430",5,0,772,0,0,0,0,0,0,0,0,0,1300,0,0,35,0,654,1,0,0,0,0,0,0,0,0,1300,0,0,"0.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"431",4,0,1523,0,0,0,0,0,0,0,0,0,2066,1,93,17,0,937,0,0,0,0,0,0,0,0,0,1857,13,59,"0.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"432",1,0,1920,0,0,0,0,0,0,0,0,0,2165,0,53,22,0,852,-1,0,0,0,0,0,0,0,0,1783,6,22,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"433",90,392.21,392,6,241.5,241.5,200.42,100.21,84.46,25.34,125.81,25.16,1300,0,0,12,1003.72,966,4,554.91,554.91,447.78,223.89,398.69,119.61,526.56,105.31,1300,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"434",2,1538.29,1538,0,937.59,937.59,590.9,295.45,733.76,220.13,425.62,85.12,2064,1,45,12,1090.63,1091,0,523.66,523.66,621.89,310.94,554.91,166.47,447.78,89.56,1847,-1,-9,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"435",3,1357.89,1358,0,744.16,744.16,617.85,308.92,635.88,190.76,570.26,114.05,1300,0,0,8,1190.44,1190,0,637.56,637.56,602.17,301.08,490.21,147.06,523.66,104.73,1300,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"436",2,1430.57,1384,0,558.95,558.95,1082.36,541.18,560.21,168.06,811.88,162.38,2142,0,22,6,1198.72,1179,0,578.59,578.59,808.58,404.29,338.09,101.43,572.09,114.42,1913,2,3,"0.5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"437",34,750.75,732,1,417.12,417.12,407.12,203.56,305.24,91.57,192.48,38.5,1783,-1,-5,6,1198.72,1179,0,578.59,578.59,808.58,404.29,338.09,101.43,572.09,114.42,1913,2,3,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"438",30,0,43,0,0,0,0,0,0,0,0,0,1300,0,0,32,0,39,4,0,0,0,0,0,0,0,0,1300,0,0,"0.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"439",32,0,51,5,0,0,0,0,0,0,0,0,1300,0,0,23,0,55,0,0,0,0,0,0,0,0,0,1300,0,0,"0.5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"440",9,0,61,2,0,0,0,0,0,0,0,0,1973,-3,-4,21,0,54,-1,0,0,0,0,0,0,0,0,1638,0,-9,"1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"441",34,0,51,-2,0,0,0,0,0,0,0,0,1762,-1,-23,21,0,54,-1,0,0,0,0,0,0,0,0,1638,0,-9,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"442",23,0,652,1,0,0,0,0,0,0,0,0,1777,-4,-24,41,0,597,-2,0,0,0,0,0,0,0,0,1609,-1,-17,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"443",22,0,654,0,0,0,0,0,0,0,0,0,1829,-4,-24,41,0,597,-2,0,0,0,0,0,0,0,0,1609,-1,-17,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"444",33,0,639,1,0,0,0,0,0,0,0,0,1300,0,0,35,0,631,1,0,0,0,0,0,0,0,0,1300,0,0,"0.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"445",12,0,1154,0,0,0,0,0,0,0,0,0,1959,-1,-5,32,0,790,0,0,0,0,0,0,0,0,0,1663,-4,-45,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"446",22,0,848,0,0,0,0,0,0,0,0,0,1300,0,0,53,0,613,0,0,0,0,0,0,0,0,0,1300,0,0,"0.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"447",3,1298.32,1346,0,629.98,629.98,645.63,322.82,529.8,158.94,932.92,186.58,2001,1,1,21,909.91,1012,-7,545.56,545.56,394.79,197.39,227.59,68.28,493.39,98.68,1633,2,5,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"448",55,571.17,574,0,276.92,276.92,309,154.5,326.3,97.89,209.29,41.86,1625,-13,-63,21,909.91,1012,-7,545.56,545.56,394.79,197.39,227.59,68.28,493.39,98.68,1633,2,5,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"449",3,0,58,1,0,0,0,0,0,0,0,0,1300,0,0,17,0,51,1,0,0,0,0,0,0,0,0,1300,0,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"450",4,0,59,3,0,0,0,0,0,0,0,0,1300,0,0,43,0,40,11,0,0,0,0,0,0,0,0,1300,0,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"451",38,0,51,0,0,0,0,0,0,0,0,0,1300,0,0,40,0,48,3,0,0,0,0,0,0,0,0,1300,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"452",17,0,57,2,0,0,0,0,0,0,0,0,1300,0,0,40,0,48,3,0,0,0,0,0,0,0,0,1300,0,0,"0.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"453",1,0,818,0,0,0,0,0,0,0,0,0,1300,0,0,32,0,585,4,0,0,0,0,0,0,0,0,1300,0,0,"0.5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"454",15,0,674,0,0,0,0,0,0,0,0,0,1300,0,0,32,0,585,4,0,0,0,0,0,0,0,0,1300,0,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"455",3,0,762,0,0,0,0,0,0,0,0,0,1300,0,0,32,0,585,4,0,0,0,0,0,0,0,0,1300,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"456",43,0,598,-1,0,0,0,0,0,0,0,0,1300,0,0,22,0,656,2,0,0,0,0,0,0,0,0,1300,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"457",48,0,581,2,0,0,0,0,0,0,0,0,1300,0,0,22,0,656,2,0,0,0,0,0,0,0,0,1300,0,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"458",2,0,787,0,0,0,0,0,0,0,0,0,1962,-6,-134,28,0,653,-5,0,0,0,0,0,0,0,0,1804,-2,-8,"0.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"459",27,0,640,2,0,0,0,0,0,0,0,0,1783,14,81,28,0,653,-5,0,0,0,0,0,0,0,0,1804,-2,-8,"0.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"460",1,0,852,0,0,0,0,0,0,0,0,0,1300,0,0,21,0,662,-1,0,0,0,0,0,0,0,0,1300,0,0,"0.5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"461",26,0,662,2,0,0,0,0,0,0,0,0,1300,0,0,16,0,699,3,0,0,0,0,0,0,0,0,1300,0,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"462",3,0,784,0,0,0,0,0,0,0,0,0,1300,0,0,16,0,699,3,0,0,0,0,0,0,0,0,1300,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"463",66,0,560,-1,0,0,0,0,0,0,0,0,1300,0,0,18,0,706,0,0,0,0,0,0,0,0,0,1300,0,0,"0.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"464",48,0,610,1,0,0,0,0,0,0,0,0,1300,0,0,18,0,706,0,0,0,0,0,0,0,0,0,1300,0,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"465",2,0,1502,0,0,0,0,0,0,0,0,0,1300,0,0,28,0,831,-1,0,0,0,0,0,0,0,0,1300,0,0,"1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"466",49,0,686,-9,0,0,0,0,0,0,0,0,1300,0,0,23,0,838,0,0,0,0,0,0,0,0,0,1300,0,0,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"467",6,0,1181,0,0,0,0,0,0,0,0,0,1300,0,0,23,0,838,0,0,0,0,0,0,0,0,0,1300,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"468",68,0,467,2,0,0,0,0,0,0,0,0,1300,0,0,20,0,901,-1,0,0,0,0,0,0,0,0,1300,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"469",44,0,694,0,0,0,0,0,0,0,0,0,1300,0,0,20,0,901,-1,0,0,0,0,0,0,0,0,1300,0,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"470",27,0,790,1,0,0,0,0,0,0,0,0,1869,-3,-41,7,0,1174,0,0,0,0,0,0,0,0,0,1883,5,39,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"471",5,1163.55,1110,3,794.27,794.27,446.83,223.41,184.48,55.34,452.66,90.53,1300,0,0,16,974.59,1047,-5,303.35,303.35,726.15,363.07,681.79,204.54,518.13,103.63,1300,0,0,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"472",3,1289.95,1349,0,733.76,733.76,425.62,212.81,827.7,248.31,475.37,95.07,1300,0,0,16,974.59,1047,-5,303.35,303.35,726.15,363.07,681.79,204.54,518.13,103.63,1300,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"473",39,697.52,698,0,385.46,385.46,246.1,123.05,472.78,141.83,235.9,47.18,1300,0,0,6,1131.85,1132,0,625.97,625.97,303.35,151.68,726.15,217.84,681.79,136.36,1300,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"474",3,1449.77,1450,0,805.97,805.97,632.31,316.15,794.27,238.28,446.83,89.37,2019,4,97,10,1135.08,1135,0,585.86,585.86,625.97,312.98,303.35,91.01,726.15,145.23,1880,-2,-39,"1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"475",2,1544.05,1544,0,879.22,879.22,584.7,292.35,796.05,238.81,668.33,133.67,1300,0,0,9,1187.31,1187,0,620.21,620.21,532.3,266.15,585.86,175.76,625.97,125.19,1300,0,0,"0.5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"476",1,1634.02,1634,0,903.24,903.24,662.66,331.33,937.59,281.28,590.9,118.18,1300,0,0,9,1187.31,1187,0,620.21,620.21,532.3,266.15,585.86,175.76,625.97,125.19,1300,0,0,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"477",6,1344.7,1345,0,746.52,746.52,459.85,229.92,805.97,241.79,632.31,126.46,1300,0,0,9,1187.31,1187,0,620.21,620.21,532.3,266.15,585.86,175.76,625.97,125.19,1300,0,0,"0.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"478",11,1128.12,1128,0,654.93,654.93,638.51,319.26,377.23,113.17,203.83,40.77,1300,0,0,21,924.02,924,0,337.05,337.05,620.21,310.1,532.3,159.69,585.86,117.17,1300,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"479",45,649.43,636,1,208.27,208.27,582.07,291.04,331.62,99.48,253.18,50.64,1575,-16,-71,14,1018.41,976,3,486.28,486.28,487.69,243.84,561.47,168.44,599.26,119.85,1954,4,60,"0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"480",70,456.53,493,-4,166.07,166.07,216.18,108.09,362.25,108.68,368.5,73.7,1692,0,14,14,1018.41,976,3,486.28,486.28,487.69,243.84,561.47,168.44,599.26,119.85,1954,4,60,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
